TARGET	DOMAIN	STATUS	SCORE	MATCHED_SEED	MATCHED_REDIRECT_HOST	IP	SCHEME	HTTP_STATUS	REDIRECT_HOST	TITLE_SIMILARITY	CONTENT_SIMILARITY	SSL_ISSUER	SERVER_BANNER	NOTE
Jira	jiran.com	LOW_MATCH	1	jira.com	www.atlassian.com	35.219.200.49	https	200	www.jiran.com	0.16	0.06	Unknown	envoy	redirects to www.jiran.com
Jira	jirc.com	LOW_MATCH	1	jira.com	www.atlassian.com	172.67.198.118,104.21.68.206,2606:4700:3037::6815:44ce,2606:4700:3031::ac43:c676	https	530	jirc.com	0.30	0.06	Unknown	cloudflare	
Jira	jiro.com	LOW_MATCH	1	jira.com	www.atlassian.com	23.235.210.152	https	200	secure296.inmotionhosting.com	0.15	0.06	Unknown	Hidden	server banner unavailable; redirects to secure296.inmotionhosting.com
Jira	jirra.com	LOW_MATCH	1	jira.com	www.atlassian.com	203.175.162.28	https	200	jirra.com	0.07	0.06	Unknown	Apache	
Microsoft	iicrosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	13.223.220.75,44.195.120.239	https	200	iicrosoft.com	0.29	0.06	Unknown	Hidden	server banner unavailable
Microsoft	lave.com	LOW_MATCH	1	outlook.com	outlook.live.com	86.105.245.69	https	200	www.lave.com	0.13	0.06	Unknown	openresty/1.21.4.1	redirects to www.lave.com
Microsoft	livee.com	LOW_MATCH	1	outlook.com	outlook.live.com	51.255.209.133	https	200	www.livee.com	0.06	0.06	Unknown	nginx	redirects to www.livee.com
Microsoft	microcoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	104.247.81.99	https	200	microcoft.com	0.20	0.06	Unknown	Hidden	server banner unavailable
Microsoft	microsoftohline.com	LOW_MATCH	1	outlook.com	outlook.live.com	32.199.68.56,34.192.34.232	https	200	microsoftohline.com	0.29	0.06	Unknown	Hidden	server banner unavailable
Microsoft	migrosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	128.65.195.25,2001:1600:4:b:ba2a:72ff:fed4:663b	https	200	migrosoft.com	0.22	0.06	Unknown	Apache	
Microsoft	mmicrosoftonline.com	LOW_MATCH	1	outlook.com	outlook.live.com	104.247.81.99	https	200	mmicrosoftonline.com	0.15	0.06	Unknown	Hidden	server banner unavailable
Microsoft	officee.com	LOW_MATCH	1	outlook.com	outlook.live.com	98.142.99.82	https	200	officee.com	0.12	0.06	Unknown	Apache	
Microsoft	xn--icrosoft-qy7c.com	LOW_MATCH	1	outlook.com	outlook.live.com	172.67.220.196,104.21.38.82,2606:4700:3037::6815:2652,2606:4700:3031::ac43:dcc4	https	200	xn--icrosoft-qy7c.com	0.22	0.06	Unknown	cloudflare	
Microsoft	xn--lie-t6x.com	LOW_MATCH	1	outlook.com	outlook.live.com	89.58.37.177,2a03:4000:65:29:1:5ee:bad:c0de	https	200	xn--lie-t6x.com	0.10	0.06	Unknown	Apache/2.4.62 (AlmaLinux) OpenSSL/3.5.5	
Microsoft	xn--mcrosoftonline-5fc.com	LOW_MATCH	1	outlook.com	outlook.live.com	185.53.179.146	https	200	xn--mcrosoftonline-5fc.com	0.15	0.06	Unknown	Hidden	server banner unavailable
Microsoft	xn--mirosoft-hw7c.com	LOW_MATCH	1	outlook.com	outlook.live.com	198.185.159.145,198.185.159.144,198.49.23.144,198.49.23.145	https	200	xn--mirosoft-hw7c.com	0.22	0.06	Unknown	Squarespace	
Adobe	adeobe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	34.117.176.22	https	200	www.fruits.co	0.21	0.05	Unknown	Google Frontend	server banner unavailable; redirects to www.fruits.co
Adobe	adoe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	74.208.14.186	https	200	adoe.com	0.24	0.05	Unknown	Apache/2.4.62 (Rocky Linux) OpenSSL/3.5.5	server banner unavailable
Adobe	adohe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	209.196.146.115	https	200	adohe.com	0.18	0.05	Unknown	nginx/1.22.1	server banner unavailable
Apple	aople.com	LOW_MATCH	1	icloud.com	www.icloud.com	15.197.162.184	https	400	www.facebook.com	0.18	0.05	Unknown	Hidden	server banner unavailable; redirects to www.facebook.com
Apple	applet.com	LOW_MATCH	1	icloud.com	www.icloud.com	172.67.74.2,104.26.15.137,104.26.14.137,2606:4700:20::681a:f89,2606:4700:20::681a:e89,2606:4700:20::ac43:4a02	https	200	applet.dev	0.22	0.05	Unknown	cloudflare	redirects to applet.dev
Apple	apqle.com	LOW_MATCH	1	icloud.com	www.icloud.com	219.94.128.31	https	200	apqle.com	0.10	0.05	Unknown	nginx	
Apple	icloud0.com	LOW_MATCH	1	icloud.com	www.icloud.com	178.254.0.107	https	200	icloud0.com	0.10	0.05	Unknown	Apache	
Apple	icloud1.com	LOW_MATCH	1	icloud.com	www.icloud.com	104.21.52.92,172.67.197.144,2606:4700:3034::6815:345c,2606:4700:3034::ac43:c590	https	200	icloud1.com	0.18	0.05	Unknown	cloudflare	
Atlassian	aflassian.com	LOW_MATCH	1	atlassian.com	www.atlassian.com	45.154.232.28	https	200	aflassian.com	0.14	0.05	Unknown	nginx	
Atlassian	atl.assian.com	LOW_MATCH	1	atlassian.com	www.atlassian.com	104.247.81.99	https	200	atl.assian.com	0.15	0.05	Unknown	Hidden	server banner unavailable
Coinbase	coinbasw.com	LOW_MATCH	1	coinbase.com	www.coinbase.com	104.21.70.154,172.67.168.101,2606:4700:3037::ac43:a865,2606:4700:3035::6815:469a	https	200	www.google.com	0.18	0.05	Unknown	gws	redirects to www.google.com
Coinbase	xn--coibase-4k3z.com	LOW_MATCH	1	coinbase.com	www.coinbase.com	44.227.65.245,44.227.76.166	https	502	xn--coibase-4k3z.com	0.08	0.05	Unknown	openresty	
Jira	jera.com	LOW_MATCH	1	jira.com	www.atlassian.com	198.185.159.145,198.49.23.144,198.49.23.145,198.185.159.144	https	200	jera.com	0.24	0.05	Unknown	Squarespace	
Jira	jjira.com	LOW_MATCH	1	jira.com	www.atlassian.com	76.223.105.230,13.248.243.5	https	200	jjira.com	0.08	0.05	Unknown	DPS/2.0.0-beta+sha-80f97d4	
Jira	jlra.com	LOW_MATCH	1	jira.com	www.atlassian.com	74.208.14.186	https	200	jlra.com	0.16	0.05	Unknown	Apache/2.4.62 (Rocky Linux) OpenSSL/3.5.5	
Microsoft	11ve.com	LOW_MATCH	1	outlook.com	outlook.live.com	134.122.169.72	https	200	11ve.com	0.00	0.05	Unknown	nginx	page title unavailable
Microsoft	ilve.com	LOW_MATCH	1	outlook.com	outlook.live.com	35.214.195.187	https	403	ilve.com	0.09	0.05	Unknown	nginx	
Microsoft	ioutlook.com	LOW_MATCH	1	outlook.com	outlook.live.com	15.197.225.128,3.33.251.168	https	200	x.com	0.00	0.05	Unknown	cloudflare envoy	redirects to x.com; page title unavailable
Microsoft	licrosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	44.227.65.245,44.227.76.166	https	200	licrosoft.com	0.11	0.05	Unknown	openresty	
Microsoft	livej.com	LOW_MATCH	1	outlook.com	outlook.live.com	15.197.225.128,3.33.251.168	https	200	livejoi.com	0.05	0.05	Unknown	nginx	redirects to livejoi.com
Microsoft	macrosoftonline.com	LOW_MATCH	1	outlook.com	outlook.live.com	104.247.81.99	https	200	macrosoftonline.com	0.15	0.05	Unknown	Hidden	server banner unavailable
Microsoft	mffice.com	LOW_MATCH	1	outlook.com	outlook.live.com	64.190.63.222	https	200	mffice.com	0.05	0.05	Unknown	Parking/1.0	
Microsoft	micrfosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	185.53.179.146	https	200	micrfosoft.com	0.19	0.05	Unknown	Hidden	server banner unavailable
Microsoft	micro9soft.com	LOW_MATCH	1	outlook.com	outlook.live.com	104.247.81.99	https	200	micro9soft.com	0.19	0.05	Unknown	Hidden	server banner unavailable
Microsoft	microoftonline.com	LOW_MATCH	1	outlook.com	outlook.live.com	104.247.81.99	https	200	microoftonline.com	0.16	0.05	Unknown	Hidden	server banner unavailable
Microsoft	microseft.com	LOW_MATCH	1	outlook.com	outlook.live.com	185.53.179.146	https	200	microseft.com	0.20	0.05	Unknown	Hidden	server banner unavailable
Microsoft	microsofv.com	LOW_MATCH	1	outlook.com	outlook.live.com	44.227.76.166,44.227.65.245	https	200	microsofv.com	0.11	0.05	Unknown	openresty	
Microsoft	mjcrosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	104.247.81.99	https	200	mjcrosoft.com	0.20	0.05	Unknown	Hidden	server banner unavailable
Microsoft	mmcrosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	44.227.65.245,44.227.76.166	https	200	mmcrosoft.com	0.11	0.05	Unknown	openresty	
Microsoft	nricrosoftonline.com	LOW_MATCH	1	outlook.com	outlook.live.com	64.90.52.36	https	200	nricrosoftonline.com	0.09	0.05	Unknown	Apache	
Microsoft	of.fice.com	LOW_MATCH	1	outlook.com	outlook.live.com	64.190.63.222	https	200	of.fice.com	0.05	0.05	Unknown	Parking/1.0	
Microsoft	rmicrosoftonline.com	LOW_MATCH	1	outlook.com	outlook.live.com	146.59.251.223	https	502	rmicrosoftonline.com	0.09	0.05	Unknown	nginx	
Microsoft	rnlcrosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	136.176.0.178	https	404	rnlcrosoft.com	0.20	0.05	Unknown	Apache	
Microsoft	xn--mcrosoftonline-0lb.com	LOW_MATCH	1	outlook.com	outlook.live.com	104.21.71.90,172.67.170.77,2606:4700:3034::6815:475a,2606:4700:3035::ac43:aa4d	https	500	xn--mcrosoftonline-0lb.com	0.19	0.05	Unknown	cloudflare	
Microsoft	xn--microsft-9fd.com	LOW_MATCH	1	outlook.com	outlook.live.com	95.216.225.28	https	502	xn--microsft-9fd.com	0.09	0.05	Unknown	nginx	
Microsoft	xn--offce-1sa.com	LOW_MATCH	1	outlook.com	outlook.live.com	168.119.124.238	https	404	xn--offce-1sa.com	0.25	0.05	Unknown	openresty	
Adobe	adobe6.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	159.100.9.121	https	200	adobe6.com	0.32	0.04	Unknown	LiteSpeed	server banner unavailable
Adobe	aobe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	69.163.184.127	https	200	www.aobe.com	0.18	0.04	Unknown	Apache	server banner unavailable; redirects to www.aobe.com
Adobe	daobe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	160.153.47.131	https	200	www.rxacp.com	0.31	0.04	Unknown	Apache	server banner unavailable; redirects to www.rxacp.com
Apple	applec.com	LOW_MATCH	1	icloud.com	www.icloud.com	183.111.174.86	https	406	applec.com	0.08	0.04	Unknown	nginx	
Apple	appsle.com	LOW_MATCH	1	icloud.com	www.icloud.com	172.67.208.122,104.21.91.22,2606:4700:3034::ac43:d07a,2606:4700:3033::6815:5b16	https	200	appsle.com	0.00	0.04	Unknown	cloudflare	
Apple	i-cloud.com	LOW_MATCH	1	icloud.com	www.icloud.com	45.33.83.100,96.126.111.165,45.79.167.180,66.175.209.179,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:feed:cf2a	https	200	i-cloud.com	0.20	0.04	Unknown	openresty/1.27.1.2	
Apple	iclaud.com	LOW_MATCH	1	icloud.com	www.icloud.com	45.79.167.180,96.126.111.165,45.33.83.100,66.175.209.179,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:fe91:5d52	https	200	iclaud.com	0.20	0.04	Unknown	openresty/1.27.1.2	
Apple	iclolud.com	LOW_MATCH	1	icloud.com	www.icloud.com	66.175.209.179,96.126.111.165,45.79.167.180,45.33.83.100,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:fe00:29ca	https	200	iclolud.com	0.20	0.04	Unknown	openresty/1.27.1.2	
Apple	iclpud.com	LOW_MATCH	1	icloud.com	www.icloud.com	66.175.209.179,45.79.167.180,45.33.83.100,96.126.111.165,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:fe91:5d52	https	200	iclpud.com	0.20	0.04	Unknown	openresty/1.27.1.2	
Apple	xn--cioud-ssa.com	LOW_MATCH	1	icloud.com	www.icloud.com	62.72.50.159,2a02:4780:b:f234:0:6f4:be21:2	https	200	xn--cioud-ssa.com	0.11	0.04	Unknown	LiteSpeed	
Apple	xn--cloud-m4a.com	LOW_MATCH	1	icloud.com	www.icloud.com	45.33.83.100,96.126.111.165,66.175.209.179,45.79.167.180,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:fe91:5d52	https	200	xn--cloud-m4a.com	0.20	0.04	Unknown	openresty/1.27.1.2	
Apple	xn--cloud-ssa.com	LOW_MATCH	1	icloud.com	www.icloud.com	172.67.182.159,104.21.18.151,2606:4700:3032::6815:1297,2606:4700:3033::ac43:b69f	https	403	xn--cloud-ssa.com	0.32	0.04	Unknown	cloudflare	
Apple	xn--iciod-9d2b.com	LOW_MATCH	1	icloud.com	www.icloud.com	104.21.16.234,172.67.216.215,2606:4700:3036::ac43:d8d7,2606:4700:3034::6815:10ea	https	200	xn--iciod-9d2b.com	0.32	0.04	Unknown	cloudflare	
Apple	xn--pple-4na.com	LOW_MATCH	1	icloud.com	www.icloud.com	172.67.166.8,104.21.11.125,2606:4700:3037::ac43:a608,2606:4700:3030::6815:b7d	https	404	xn--pple-4na.com	0.32	0.04	Unknown	cloudflare	
Atlassian	atlas.sian.com	LOW_MATCH	1	atlassian.com	www.atlassian.com	104.21.68.104,172.67.194.69,2606:4700:3037::ac43:c245,2606:4700:3035::6815:4468	https	200	atlas.sian.com	0.28	0.04	Unknown	cloudflare	
Figma	fig-a.com	LOW_MATCH	1	figma.com	www.figma.com	23.227.38.32	https	200	www.fig-a.com	0.36	0.04	Unknown	cloudflare	server banner unavailable; redirects to www.fig-a.com
Google	gmali.com	LOW_MATCH	1	google.com	www.google.com	198.49.23.144	https	200	gmali.com	0.24	0.04	Unknown	Squarespace	
Google	googhe.com	LOW_MATCH	1	google.com	www.google.com	15.197.225.128,3.33.251.168	https	200	www.hitnamer.com	0.08	0.04	Unknown	envoy	redirects to www.hitnamer.com
Google	googme.com	LOW_MATCH	1	google.com	www.google.com	15.197.225.128,3.33.251.168	https	200	www.hitnamer.com	0.08	0.04	Unknown	envoy	redirects to www.hitnamer.com
Google	gyoogle.com	LOW_MATCH	1	google.com	www.google.com	185.53.179.146	https	200	gyoogle.com	0.59	0.04	Unknown	Hidden	server banner unavailable
Google	qrnail.com	LOW_MATCH	1	google.com	www.google.com	198.49.23.144,198.49.23.145,198.185.159.144,198.185.159.145	https	200	qrnail.com	0.24	0.04	Unknown	Squarespace	
Google	xn--gmil-rsa.com	LOW_MATCH	1	google.com	www.google.com	198.49.23.145,198.185.159.145,198.49.23.144,198.185.159.144	https	200	xn--gmil-rsa.com	0.24	0.04	Unknown	Squarespace	
Google	xn--gml-vla4b.com	LOW_MATCH	1	google.com	www.google.com	198.49.23.145	https	200	xn--gml-vla4b.com	0.24	0.04	Unknown	Squarespace	
Google	xn--gogle-n29a.com	LOW_MATCH	1	google.com	www.google.com	198.185.159.145	https	200	xn--gogle-n29a.com	0.24	0.04	Unknown	Squarespace	
Google	xn--gooe-dxa2r.com	LOW_MATCH	1	google.com	www.google.com	198.185.159.145,198.49.23.145,198.49.23.144,198.185.159.144	https	200	xn--gooe-dxa2r.com	0.24	0.04	Unknown	Squarespace	
Google	xn--goole-y1a.com	LOW_MATCH	1	google.com	www.google.com	198.49.23.144,198.185.159.145,198.185.159.144,198.49.23.145	https	200	xn--goole-y1a.com	0.24	0.04	Unknown	Squarespace	
Jira	jria.com	LOW_MATCH	1	jira.com	www.atlassian.com	103.231.14.164	https	200	jria.com	0.00	0.04	Unknown	YZ-103.43.9.190-1V248	
Microsoft	0utlo0k.com	LOW_MATCH	1	outlook.com	outlook.live.com	213.188.207.32,2a09:8280:1::5b:c0f2:0	https	200	0utlo0k.com	0.56	0.04	Unknown	Hidden	server banner unavailable
Microsoft	icrosoftonline.com	LOW_MATCH	1	outlook.com	outlook.live.com	104.247.81.99	https	200	icrosoftonline.com	0.16	0.04	Unknown	Hidden	server banner unavailable
Microsoft	l9ve.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	76.223.105.230,13.248.243.5	https	200	l9ve.com	0.06	0.04	Unknown	DPS/2.0.0-beta+sha-80f97d4	
Microsoft	lire.com	LOW_MATCH	1	outlook.com	outlook.live.com	50.16.218.27	https	200	www.lire.com	0.27	0.04	Unknown	Caddy, nginx/1.24.0 (Ubuntu)	redirects to www.lire.com
Microsoft	liv-e.com	LOW_MATCH	1	outlook.com	outlook.live.com	185.230.63.171,185.230.63.107,185.230.63.186	https	404	liv-e.com	0.00	0.04	Unknown	Pepyaka	page title unavailable
Microsoft	liver.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	15.197.225.128,3.33.251.168	https	200	atmholdings.com	0.11	0.04	Unknown	webserver	redirects to atmholdings.com
Microsoft	livey.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	67.207.87.247	https	200	www.branddo.com	0.22	0.04	Unknown	cloudflare	redirects to www.branddo.com
Microsoft	lmve.com	LOW_MATCH	1	outlook.com	outlook.live.com	54.159.98.68	https	200	lmve.com	0.13	0.04	Unknown	nginx/1.18.0 (Ubuntu)	
Microsoft	m.icrosoftonline.com	LOW_MATCH	1	outlook.com	outlook.live.com	104.247.81.99	https	200	m.icrosoftonline.com	0.16	0.04	Unknown	Hidden	server banner unavailable
Microsoft	microsoft2.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	76.223.105.230,13.248.243.5	https	200	microsoft2.com	0.15	0.04	Unknown	DPS/2.0.0-beta+sha-80f97d4	
Microsoft	microsoft4.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	76.223.105.230,13.248.243.5	https	200	microsoft4.com	0.15	0.04	Unknown	DPS/2.0.0-beta+sha-80f97d4	
Microsoft	microsoft5.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	76.223.105.230,13.248.243.5	https	200	microsoft5.com	0.15	0.04	Unknown	DPS/2.0.0-beta+sha-80f97d4	
Microsoft	microsofu.com	LOW_MATCH	1	outlook.com	outlook.live.com	104.21.56.172,172.67.187.87,2606:4700:3034::6815:38ac,2606:4700:3037::ac43:bb57	https	200	microsofu.com	0.25	0.04	Unknown	cloudflare	
Microsoft	microsofz.com	LOW_MATCH	1	outlook.com	outlook.live.com	185.101.158.113	https	200	microsofzcomdomain.boshka.eu	0.20	0.04	Unknown	nginx	redirects to microsofzcomdomain.boshka.eu
Microsoft	offic3.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	54.215.31.113	https	404	www.athleisuremag.com	0.21	0.04	Unknown	Squarespace	redirects to www.athleisuremag.com
Microsoft	outglook.com	LOW_MATCH	1	outlook.com	outlook.live.com	13.223.25.84,54.243.117.197,2600:1f18:4ae:c606:78d4:4260:db4e:aeee,2600:1f18:4ae:c605:dd5d:b838:5816:d7fb	https	200	www.hugedomains.com	0.27	0.04	Unknown	cloudflare	redirects to www.hugedomains.com
Microsoft	owtlook.com	LOW_MATCH	1	outlook.com	outlook.live.com	185.53.179.113	https	200	owtlook.com	0.56	0.04	Unknown	Hidden	server banner unavailable
Microsoft	pffice.com	LOW_MATCH	1	outlook.com	outlook.live.com	54.205.77.225	https	200	pffice.com	0.12	0.04	Unknown	nginx/1.24.0 (Ubuntu)	
Microsoft	xn--mcrosoft-9ib.com	LOW_MATCH	1	office.com	www.office.com	76.223.105.230,13.248.243.5	https	200	xn--mcrosoft-9ib.com	0.30	0.04	Unknown	DPS/2.0.0-beta+sha-80f97d4	server banner unavailable
Microsoft	xn--outlok-lqc.com	LOW_MATCH	1	microsoft.com	www.microsoft.com	76.223.105.230,13.248.243.5	https	200	xn--outlok-lqc.com	0.23	0.04	Unknown	DPS/2.0.0-beta+sha-80f97d4	
Zendesk	zendezk.com	LOW_MATCH	1	zendesk.com	www.zendesk.com	76.223.105.230,13.248.243.5	https	200	zendezk.com	0.21	0.04	Unknown	DPS/2.0.0-beta+sha-80f97d4	
Adobe	acrobatt.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	5.161.230.87,46.62.237.138,195.201.128.179,5.161.47.86,76.223.91.20,5.78.156.59,2a01:4ff:f0:a884::1,2a01:4ff:f0:5f41::1,2a01:4ff:1f0:dd50::1,2a01:4f8:1c1e:d6f1::1,2a01:4f9:c013:29f7::1,2a05:d018:1d22:800:5202:a432:66d1:ecdf,2600:1f1c:6db:8800:6928:e018:1ffe:5dcf,2406:da1e:214:c901:e75:919b:622c:16e4	https	200	expireddomains.com	0.34	0.03	Unknown	cloudflare	server banner unavailable; redirects to expireddomains.com
Adobe	acrobau.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	75.2.60.5	https	200	acrobau.com	0.26	0.03	Unknown	Netlify	server banner unavailable
Adobe	adobe2.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	46.30.215.30,2a02:2350:5:10e:f6:2a94:96e0:70e1	https	200	adobe2.com	0.09	0.03	Unknown	Apache	server banner unavailable
Adobe	adobet.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	86.105.245.69	https	200	www.adobet.com	0.26	0.03	Unknown	openresty/1.21.4.1	server banner unavailable; redirects to www.adobet.com
Adobe	adobg.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	192.254.185.137	https	200	adobg.com	0.22	0.03	Unknown	Apache	server banner unavailable
Adobe	asobe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	182.48.49.36,2403:3a00:101:15:182:48:49:36	https	403	asobe.com	0.00	0.03	Unknown	nginx	server banner unavailable
Apple	appleg.com	LOW_MATCH	1	icloud.com	www.icloud.com	157.7.107.113	https	200	appleg.com	0.18	0.03	Unknown	Apache	
Apple	ijcloud.com	LOW_MATCH	1	apple.com	www.apple.com	13.223.25.84,54.243.117.197,2600:1f18:4ae:c605:dd5d:b838:5816:d7fb,2600:1f18:4ae:c606:78d4:4260:db4e:aeee	https	200	www.hugedomains.com	0.10	0.03	Unknown	cloudflare	redirects to www.hugedomains.com
Apple	xn--80ak6aa92e.com	LOW_MATCH	1	icloud.com	www.icloud.com	104.198.14.52	https	200	www.xn--80ak6aa92e.com	0.07	0.03	Unknown	Netlify	redirects to www.xn--80ak6aa92e.com
Coinbase	coimnbase.com	LOW_MATCH	1	coinbase.com	www.coinbase.com	209.196.146.115	https	200	coimnbase.com	0.18	0.03	Unknown	nginx/1.22.1	
Coinbase	coinbasecom.com	LOW_MATCH	1	coinbase.com	www.coinbase.com	209.196.146.115	https	200	coinbasecom.com	0.17	0.03	Unknown	nginx/1.22.1	
Coinbase	coinbasee.com	LOW_MATCH	1	coinbase.com	www.coinbase.com	209.196.146.115	https	200	coinbasee.com	0.18	0.03	Unknown	nginx/1.22.1	
Coinbase	conbase.com	LOW_MATCH	1	coinbase.com	www.coinbase.com	209.196.146.115	https	200	conbase.com	0.18	0.03	Unknown	nginx/1.22.1	
Docker	d0cker.com	LOW_MATCH	1	docker.com	www.docker.com	172.67.148.180,104.21.29.89,2606:4700:3032::6815:1d59,2606:4700:3033::ac43:94b4	https	200	d0cker.com	0.15	0.03	Unknown	cloudflare	
Docker	docler.com	LOW_MATCH	1	docker.com	www.docker.com	216.172.0.153	https	200	doclerholding.com	0.30	0.03	Unknown	Hidden	server banner unavailable; redirects to doclerholding.com
DocuSign	docesign.com	LOW_MATCH	1	docusign.com	www.docusign.com	15.197.225.128,3.33.251.168	https	200	www.esignanywhere.net	0.31	0.03	Unknown	AmazonS3	redirects to www.esignanywhere.net
DocuSign	docusiqn.com	LOW_MATCH	1	docusign.com	www.docusign.com	52.20.84.62	https	200	domains.atom.com	0.35	0.03	Unknown	cloudflare	redirects to domains.atom.com
DocuSign	docuslgn.com	LOW_MATCH	1	docusign.com	www.docusign.com	13.223.25.84,54.243.117.197,2600:1f18:4ae:c605:dd5d:b838:5816:d7fb,2600:1f18:4ae:c606:78d4:4260:db4e:aeee	https	200	www.hugedomains.com	0.27	0.03	Unknown	cloudflare	redirects to www.hugedomains.com
Duo	dug.com	LOW_MATCH	1	duo.com	duo.com	104.21.42.104,172.67.161.59,2606:4700:3034::6815:2a68,2606:4700:3036::ac43:a13b	https	200	dug.com	0.30	0.03	Unknown	cloudflare	
Duo	duoa.com	LOW_MATCH	1	duo.com	duo.com	20.110.231.132	https	200	duoa.com	0.14	0.03	Unknown	Microsoft-IIS/10.0	
GitHub	bithub.com	LOW_MATCH	1	github.com	github.com	3.170.91.82,3.170.91.57,3.170.91.105,3.170.91.75	https	200	www.bithub.com	0.30	0.03	Unknown	AmazonS3	redirects to www.bithub.com
Google	cmail.com	LOW_MATCH	1	google.com	www.google.com	216.150.16.1,216.150.1.193	https	200	cmail.com	0.38	0.03	Unknown	Vercel	
Google	g00qle.com	LOW_MATCH	1	google.com	www.google.com	185.53.179.146	https	200	g00qle.com	0.38	0.03	Unknown	Hidden	server banner unavailable
Google	ghmail.com	LOW_MATCH	1	google.com	www.google.com	96.126.111.165,66.175.209.179,45.33.83.100,45.79.167.180,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:feed:4d4f	https	200	ghmail.com	0.07	0.03	Unknown	openresty/1.27.1.2	
Google	gm1il.com	LOW_MATCH	1	google.com	www.google.com	104.247.81.99	https	200	gm1il.com	0.27	0.03	Unknown	Hidden	server banner unavailable
Google	gmahl.com	LOW_MATCH	1	google.com	www.google.com	45.33.83.100,66.175.209.179,45.79.167.180,96.126.111.165,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:feed:cf2a	https	200	gmahl.com	0.07	0.03	Unknown	openresty/1.27.1.2	
Google	gmailk.com	LOW_MATCH	1	google.com	www.google.com	66.175.209.179,96.126.111.165,45.79.167.180,45.33.83.100,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:fe00:29ca	https	200	gmailk.com	0.07	0.03	Unknown	openresty/1.27.1.2	
Google	gmain.com	LOW_MATCH	1	google.com	www.google.com	45.33.83.100,45.79.167.180,66.175.209.179,96.126.111.165,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:feed:cf2a	https	200	gmain.com	0.07	0.03	Unknown	openresty/1.27.1.2	
Google	gmaiul.com	LOW_MATCH	1	google.com	www.google.com	66.175.209.179,96.126.111.165,45.79.167.180,45.33.83.100,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:fe91:5d52	https	200	gmaiul.com	0.07	0.03	Unknown	openresty/1.27.1.2	
Google	gmauil.com	LOW_MATCH	1	google.com	www.google.com	64.190.63.222	https	200	gmauil.com	0.12	0.03	Unknown	Parking/1.0	
